Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
106,2019-01-01 01:21:50,4129767952109660,fraud_Erdman-Kertzmann,2,80.36,Cheryl,Ballard,0,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972-06-14,731934,1325380910,46.60956,-96.630804,0
107,2019-01-01 01:22:14,4018105808392773675,fraud_Kuhn LLC,8,6.36,Katherine,Love,0,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,778665,1325380934,39.926556,-73.774415,0
108,2019-01-01 01:22:56,4474324669797121,fraud_Fisher-Schowalter,11,226.33,Matthew,Russell,1,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,164957,1325380976,36.819789,-119.670559,0
109,2019-01-01 01:23:00,30376238035123,fraud_Medhurst PLC,11,215.99,Cynthia,Davis,0,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,1140974,1325380980,42.988724,-123.904978,0
110,2019-01-01 01:23:17,348789608637806,fraud_Kerluke Inc,8,1.47,Megan,Murphy,0,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,513528,1325380997,41.14486,-99.38762,0
111,2019-01-01 01:23:26,180014262259255,fraud_Stark-Batz,0,5.83,Brianna,Page,0,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,105906,1325381006,31.798954,-86.213243,0
112,2019-01-01 01:23:38,2260801330657968,"fraud_Gottlieb, Considine and Schultz",11,51.04,Monique,Fox,0,755 Gardner Heights Apt. 420,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,1926-09-14,256699,1325381018,41.948237,-71.668538,0
113,2019-01-01 01:23:50,4979422371139333,fraud_Bauch-Raynor,4,122.05,Kelly,Zimmerman,0,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,1095451,1325381030,41.609064,-99.650276,0
114,2019-01-01 01:25:26,375767678113375,"fraud_Adams, Kovacek and Kuhlman",3,106.19,Christopher,Patterson,1,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,147155,1325381126,38.336898,-79.568795,0
115,2019-01-01 01:26:03,6011388901471808,"fraud_Huel, Hammes and Witting",4,129.09,Jacqueline,Marsh,0,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,1101657,1325381163,40.92927,-79.548333,0
116,2019-01-01 01:28:22,3592325941359225,fraud_Grimes LLC,0,7.06,Ashley,Robinson,0,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,1066283,1325381302,37.426207,-76.502881,0
117,2019-01-01 01:28:24,4607072969078276,fraud_Rodriguez Group,2,61.71,Brenda,Perez,0,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,219965,1325381304,36.694647,-97.517515,0
118,2019-01-01 01:30:21,4229733778084049,fraud_Bernhard Inc,2,45.77,Tyler,Mills,1,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,752650,1325381421,36.687137,-85.278013,0
119,2019-01-01 01:30:46,502012776709,fraud_Bernhard Inc,2,61.0,Sherry,Martinez,0,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,331077,1325381446,43.123814,-75.05216899999999,0
120,2019-01-01 01:31:42,4642894980163,fraud_Wuckert-Walter,3,38.7,Eddie,Mendez,1,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,666590,1325381502,39.880088,-94.193907,0
121,2019-01-01 01:31:53,501882822387,fraud_Weber and Sons,1,98.24,Melissa,Phillips,0,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,518317,1325381513,30.906565000000004,-90.486622,0
122,2019-01-01 01:32:28,30270432095985,"fraud_Herman, Treutel and Dickens",8,3.66,Lisa,Lin,0,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,695420,1325381548,40.7433,-90.088705,0
123,2019-01-01 01:32:31,4683638447911,fraud_Halvorson Group,9,34.11,Daniel,Boyd,1,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,379998,1325381551,30.474879,-91.588063,0
124,2019-01-01 01:32:37,3567879740649740,fraud_Rau and Sons,4,134.66,Tanya,Williams,0,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,129339,1325381557,43.994486,-75.60383900000001,0
125,2019-01-01 01:33:51,3568736585751727,fraud_Kutch-Hegmann,3,55.6,Thomas,Cross,1,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,852818,1325381631,41.081282,-92.85909,0
126,2019-01-01 01:33:52,3567879740649740,fraud_Koss and Sons,2,58.79,Tanya,Williams,0,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,1157201,1325381632,44.015435,-76.027125,0
127,2019-01-01 01:34:10,5104807169438134,fraud_Smitham-Schiller,3,57.43,Regina,Johnston,0,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,625625,1325381650,41.669034,-73.27160500000001,0
128,2019-01-01 01:34:25,6011104316292105,fraud_Hudson-Ratke,4,83.81,Valerie,Davis,0,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,395275,1325381665,36.822396000000005,-78.452392,0
129,2019-01-01 01:34:25,3506592072985012,fraud_Hills-Olson,3,27.03,Randy,Murphy,1,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,5667,1325381665,38.984909,-90.842219,0
130,2019-01-01 01:36:06,3519607465576254,fraud_Durgan-Auer,8,23.8,Audrey,Gonzalez,0,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,774901,1325381766,40.110823,-124.429537,0
131,2019-01-01 01:36:48,676245600876,"fraud_Swaniawski, Lowe and Robel",12,3.74,Ashley,Blanchard,0,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,683804,1325381808,26.192035,-80.03285699999999,0
132,2019-01-01 01:36:54,36360452125889,fraud_McDermott-Rice,9,9.07,Christopher,Raymond,1,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,1954-06-14,1283324,1325381814,44.070021,-73.68845400000001,0
133,2019-01-01 01:37:06,3543299015720986,"fraud_Raynor, Reinger and Hagenes",2,64.72,Angela,White,0,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,290559,1325381826,36.265214,-81.891953,0
134,2019-01-01 01:37:06,6011504998544485,fraud_Pacocha-O'Reilly,4,92.56,Ashley,Whitney,0,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,750695,1325381826,33.347838,-86.819795,0
135,2019-01-01 01:37:20,3567879740649740,fraud_DuBuque LLC,4,113.19,Tanya,Williams,0,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,494625,1325381840,44.465636,-75.525258,0
136,2019-01-01 01:38:31,4958589671582726883,fraud_Powlowski-Weimann,1,187.27,Aaron,Pena,1,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,427935,1325381911,38.301944,-76.507232,0
137,2019-01-01 01:39:04,3565943051129759,"fraud_Langosh, Wintheiser and Hyatt",1,68.24,David,Thomas,1,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,910823,1325381944,42.699989,-93.883915,0
138,2019-01-01 01:41:22,4060579726528237,"fraud_Baumbach, Hodkiewicz and Walsh",12,636.41,Steven,Sanders,1,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,188133,1325382082,39.936995,-94.604311,0
139,2019-01-01 01:41:24,4186530744674,fraud_Rempel Inc,11,500.92,Casey,Howell,0,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,665648,1325382084,34.3281,-81.727628,0
140,2019-01-01 01:41:39,5559857416065248,fraud_Pacocha-Bauch,12,2.1,Jack,Hill,1,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,425489,1325382099,41.096733,-122.623454,0
141,2019-01-01 01:42:45,6515067575568369,fraud_Bins-Rice,2,69.54,Kevin,Pena,1,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1990-10-15,803647,1325382165,35.906566,-82.096532,0
142,2019-01-01 01:43:03,30074693890476,fraud_Emard Inc,2,84.23,Kelsey,Richards,0,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,365638,1325382183,37.814677,-101.502441,0
143,2019-01-01 01:43:59,3541687240161491,fraud_Kutch and Sons,4,117.77,Mark,Nguyen,1,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1963-04-22,1277787,1325382239,31.167024,-80.801294,0
144,2019-01-01 01:44:52,213175487106448,fraud_Fisher Inc,11,5.61,Diane,Jackson,0,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,930274,1325382292,32.715671,-100.074321,0
145,2019-01-01 01:44:52,36721445180895,"fraud_Olson, Becker and Koch",2,71.74,Cesar,Smith,1,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,737636,1325382292,43.392165000000006,-75.505542,0
146,2019-01-01 01:45:21,3511378610369890,fraud_Friesen-D'Amore,2,75.76,James,Cooper,1,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,1107451,1325382321,33.816815000000005,-86.429446,0
147,2019-01-01 01:46:08,6011367958204270,"fraud_Reilly, Heaney and Cole",2,83.1,Tammy,Ayers,0,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,746655,1325382368,42.206551,-81.59184499999999,0
148,2019-01-01 01:46:40,38199021865320,fraud_Boyer PLC,9,32.82,Jesse,Roberts,1,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,812282,1325382400,42.348367,-72.68946700000001,0
149,2019-01-01 01:47:00,213113028819344,fraud_Cummings LLC,2,57.5,Melanie,Jimenez,0,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,1294993,1325382420,42.740793,-74.959902,0
150,2019-01-01 01:47:09,4653879239169997,"fraud_Adams, Kovacek and Kuhlman",3,53.87,Monica,Tucker,0,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,363866,1325382429,36.784818,-86.36912199999999,0
151,2019-01-01 01:49:06,374125201044065,fraud_Luettgen PLC,2,47.1,Christopher,Gilbert,1,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,1162943,1325382546,38.863724,-77.122748,0
152,2019-01-01 01:49:35,30074693890476,fraud_Boyer PLC,9,184.83,Kelsey,Richards,0,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,292826,1325382575,37.392254,-101.332313,0
153,2019-01-01 01:49:37,3583635130604947,fraud_Cassin-Harvey,3,56.35,Crystal,Gamble,0,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,401689,1325382577,39.220115,-74.711564,0
154,2019-01-01 01:50:26,3541160328600277,fraud_Funk Group,3,55.81,Jason,Singh,1,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,545212,1325382626,39.575819,-90.149623,0
155,2019-01-01 01:50:31,3519607465576254,"fraud_Reilly, Heaney and Cole",2,67.91,Audrey,Gonzalez,0,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,720285,1325382631,41.137569,-123.63216,0
156,2019-01-01 01:53:40,348379466427142,fraud_Luettgen PLC,2,75.82,Michael,Rowe,1,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,38795,1325382820,28.802621,-80.313624,0
157,2019-01-01 01:54:46,4683638447911,fraud_Goodwin-Nitzsche,4,123.14,Daniel,Boyd,1,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,471127,1325382886,31.021036,-92.90296,0
158,2019-01-01 01:56:49,374821819075109,fraud_Pacocha-Bauch,12,8.34,Zachary,Boone,1,3703 Benson Wells,Palmyra,NY,14522,43.0622,-77.2218,9565,Exhibition designer,1927-12-11,726777,1325383009,42.624988,-76.508987,0
159,2019-01-01 01:56:51,30442439074871,"fraud_Parisian, Schiller and Altenwerth",8,14.03,Linda,Sanchez,0,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,1001352,1325383011,40.868184,-76.283066,0
160,2019-01-01 01:58:20,213124978348176,fraud_Metz-Boehm,12,1.46,Steven,Arnold,1,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,871352,1325383100,42.817788,-77.47053199999999,0
161,2019-01-01 01:59:23,4646845581490336108,"fraud_Monahan, Bogisich and Ledner",9,10.26,Julia,Bell,0,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,264701,1325383163,40.711398,-73.523504,0
162,2019-01-01 02:00:05,2233882705243596,fraud_Koelpin and Sons,8,3.67,Jamie,Robinson,0,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,823230,1325383205,33.663412,-89.613292,0
163,2019-01-01 02:00:11,4623560839669,fraud_Kuhic LLC,11,8.95,Vincent,Waller,1,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,27381,1325383211,42.658626,-94.486224,0
164,2019-01-01 02:00:43,374656033243756,fraud_Koepp-Parker,4,51.6,David,Lewis,1,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,602392,1325383243,38.197108,-77.644807,0
165,2019-01-01 02:01:07,4997733566924489,fraud_DuBuque LLC,4,204.72,Stephanie,Taylor,0,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,518939,1325383267,44.156171,-92.805728,0
166,2019-01-01 02:01:36,36890292963032,"fraud_Stehr, Jewess and Schimmel",8,4.47,Kimberly,Webb,0,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,589368,1325383296,32.826449,-82.00013100000001,0
167,2019-01-01 02:01:51,4538566639857,"fraud_Quitzon, Green and Bashirian",12,4.08,Jerry,Kelly,1,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,634728,1325383311,40.148746,-74.840312,0
168,2019-01-01 02:02:04,3514897282719543,"fraud_Nicolas, Hills and McGlynn",0,145.75,Steven,Faulkner,1,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,1128360,1325383324,42.446162,-78.048599,0
169,2019-01-01 02:02:23,4089096483689733451,fraud_Rodriguez Group,2,56.34,Debra,Stark,0,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,633602,1325383343,32.044628,-94.761666,0
170,2019-01-01 02:02:53,4410582919485061752,fraud_Leannon-Ward,1,31.8,David,Cole,1,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",1969-03-02,233996,1325383373,31.648009,-80.60297299999999,0
171,2019-01-01 02:03:48,3577663406369449,fraud_Friesen-Stamm,2,63.39,Cody,Hooper,1,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1968-10-06,549180,1325383428,34.798873,-89.494405,0
172,2019-01-01 02:04:41,3558652751678952,fraud_Botsford Ltd,12,8.29,Teresa,Blankenship,0,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,178105,1325383481,33.193514,-93.437407,0
173,2019-01-01 02:06:56,2318062975163331,fraud_Bradtke PLC,4,78.13,William,Martinez,1,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,1157305,1325383616,40.247129,-91.699005,0
174,2019-01-01 02:08:13,4998109455173950,"fraud_Zieme, Bode and Dooley",2,52.67,Mary,Pruitt,0,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,209947,1325383693,39.662816,-93.712244,0
175,2019-01-01 02:08:48,4079773899158,fraud_Hills-Witting,11,2.11,Eric,Preston,1,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,280002,1325383728,44.710102,-117.229968,0
176,2019-01-01 02:10:12,4740713119940984,fraud_Brown-Greenholt,0,5.27,Heather,Hines,0,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,807040,1325383812,41.788775,-74.471154,0
177,2019-01-01 02:12:07,4979422371139333,"fraud_Bernhard, Grant and Langworth",12,1.42,Kelly,Zimmerman,0,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,663,1325383927,40.790587,-99.011834,0
178,2019-01-01 02:12:48,6011552879910390,fraud_Lockman Ltd,4,104.08,Robert,Long,1,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,775559,1325383968,41.677942,-110.829354,0
179,2019-01-01 02:12:52,4116554952971686,fraud_Metz-Boehm,12,9.63,Bridget,Bowen,0,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1934-03-19,367479,1325383972,26.456712,-79.74492099999999,0
180,2019-01-01 02:13:16,3575789281659026,fraud_Harber Inc,2,39.98,Lindsay,Wilson,0,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,1259541,1325383996,38.995701,-93.569356,0
181,2019-01-01 02:14:03,4560004149983868183,fraud_Bauch-Raynor,4,192.82,Stacy,Villegas,0,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,312963,1325384043,39.299824,-103.854765,0
182,2019-01-01 02:14:41,4393520897625,"fraud_Wiza, Schaden and Stark",9,34.76,Charles,Rodriguez,1,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,1169681,1325384081,38.78936,-95.405907,0
183,2019-01-01 02:16:47,4488258847705225890,fraud_Buckridge PLC,9,9.5,Jessica,Shaw,0,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,834785,1325384207,34.099428,-81.916669,0
184,2019-01-01 02:16:47,30092964733035,fraud_Lockman Ltd,4,182.1,Jessica,Terry,0,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1971-03-26,1257394,1325384207,39.499829,-83.26249,0
185,2019-01-01 02:17:46,4198470814557,fraud_Kilback LLC,4,78.43,Christie,Williamson,0,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,1197288,1325384266,42.465418,-95.211895,0
186,2019-01-01 02:20:32,4302480582202074,fraud_Spinka Inc,3,76.37,David,Rodriguez,1,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,1108369,1325384432,44.036016,-86.754147,0
187,2019-01-01 02:20:48,4683520018489354,"fraud_Kerluke, Kertzmann and Wiza",8,6.37,Charles,Carrillo,1,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,957549,1325384448,34.108257,-117.549012,0
188,2019-01-01 02:20:56,3533742182628021,"fraud_Ferry, Reichel and DuBuque",3,28.37,Robert,Haynes,1,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,265405,1325384456,33.791152000000004,-80.788125,0
189,2019-01-01 02:21:04,4969856774088583,fraud_Price Inc,11,5.82,Jacqueline,Prince,0,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1951-12-04,1262830,1325384464,29.471413,-91.074361,0
190,2019-01-01 02:21:43,30344654314976,"fraud_Johnston, Nikolaus and Maggio",3,41.01,Christine,Johnson,0,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,1292664,1325384503,39.949197,-119.792299,0
191,2019-01-01 02:22:31,3541554378551366,fraud_Harber Inc,2,70.56,Brianna,Wilson,0,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,1023511,1325384551,37.005252,-76.395765,0
192,2019-01-01 02:22:46,4761403817546679245,fraud_Berge LLC,2,57.64,Diana,Jacobs,0,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,987807,1325384566,36.502461,-92.210445,0
193,2019-01-01 02:22:54,4239552724014407,fraud_Conroy-Cruickshank,2,119.47,Carl,Hernandez,1,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,685602,1325384574,41.746779,-84.601964,0
194,2019-01-01 02:23:37,6517217825320610,fraud_Rau and Sons,4,117.29,James,Reese,1,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,157780,1325384617,32.035674,-89.835532,0
195,2019-01-01 02:23:41,3560336828629935,fraud_Abshire PLC,0,65.05,Christopher,White,1,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",1953-03-30,1130321,1325384621,41.388862,-91.844621,0
